date,country,state,city,ibgeID,deaths,newCases,totalCases
2020-02-25,Brazil,SP,São Paulo/SP,3550308,0,1,1
2020-02-25,Brazil,TOTAL,TOTAL,0,0,1,1
2020-02-26,Brazil,SP,São Paulo/SP,3550308,0,0,1
2020-02-26,Brazil,TOTAL,TOTAL,0,0,0,1
2020-02-27,Brazil,SP,São Paulo/SP,3550308,0,0,1
2020-02-27,Brazil,TOTAL,TOTAL,0,0,0,1
2020-02-28,Brazil,SP,São Paulo/SP,3550308,0,1,2
2020-02-28,Brazil,TOTAL,TOTAL,0,0,1,2
2020-02-29,Brazil,SP,São Paulo/SP,3550308,0,0,2
2020-02-29,Brazil,TOTAL,TOTAL,0,0,0,2
2020-03-01,Brazil,SP,São Paulo/SP,3550308,0,0,2
2020-03-01,Brazil,TOTAL,TOTAL,0,0,0,2
2020-03-02,Brazil,SP,São Paulo/SP,3550308,0,0,2
2020-03-02,Brazil,TOTAL,TOTAL,0,0,0,2
2020-03-03,Brazil,SP,São Paulo/SP,3550308,0,0,2
2020-03-03,Brazil,TOTAL,TOTAL,0,0,0,2
2020-03-04,Brazil,SP,São Paulo/SP,3550308,0,1,3
2020-03-04,Brazil,TOTAL,TOTAL,0,0,1,3
2020-03-05,Brazil,RJ,Barra Mansa/RJ,3300407,0,1,1
2020-03-05,Brazil,SP,São Paulo/SP,3550308,0,3,6
2020-03-05,Brazil,TOTAL,TOTAL,0,0,4,7
2020-03-06,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-06,Brazil,BA,Feira de Santana/BA,2910800,0,1,1
2020-03-06,Brazil,ES,INDEFINIDA/ES,32,0,1,1
2020-03-06,Brazil,SP,INDEFINIDA/SP,35,0,4,4
2020-03-06,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,1,1
2020-03-06,Brazil,SP,São Paulo/SP,3550308,0,0,6
2020-03-06,Brazil,TOTAL,TOTAL,0,0,7,14
2020-03-07,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-07,Brazil,DF,Brasília/DF,5300108,0,1,1
2020-03-07,Brazil,BA,Feira de Santana/BA,2910800,0,1,2
2020-03-07,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-07,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,1
2020-03-07,Brazil,SP,Santana de Parnaíba/SP,3547304,0,1,1
2020-03-07,Brazil,SP,São Paulo/SP,3550308,0,6,12
2020-03-07,Brazil,TOTAL,TOTAL,0,0,9,19
2020-03-08,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-08,Brazil,DF,Brasília/DF,5300108,0,0,1
2020-03-08,Brazil,MG,Divinópolis/MG,3122306,0,1,1
2020-03-08,Brazil,BA,Feira de Santana/BA,2910800,0,0,2
2020-03-08,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-08,Brazil,AL,Maceió/AL,2704302,0,1,1
2020-03-08,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,1,2
2020-03-08,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-08,Brazil,SP,São Paulo/SP,3550308,0,3,15
2020-03-08,Brazil,TOTAL,TOTAL,0,0,6,25
2020-03-09,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-09,Brazil,DF,Brasília/DF,5300108,0,0,1
2020-03-09,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-09,Brazil,BA,Feira de Santana/BA,2910800,0,0,2
2020-03-09,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-09,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-09,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,2
2020-03-09,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-09,Brazil,SP,São Paulo/SP,3550308,0,0,15
2020-03-09,Brazil,TOTAL,TOTAL,0,0,0,25
2020-03-10,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-10,Brazil,DF,Brasília/DF,5300108,0,0,1
2020-03-10,Brazil,RS,Campo Bom/RS,4303905,0,1,1
2020-03-10,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-10,Brazil,BA,Feira de Santana/BA,2910800,0,0,2
2020-03-10,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-10,Brazil,RJ,INDEFINIDA/RJ,33,0,5,5
2020-03-10,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-10,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,2
2020-03-10,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-10,Brazil,SP,São Paulo/SP,3550308,0,3,18
2020-03-10,Brazil,TOTAL,TOTAL,0,0,9,34
2020-03-11,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-11,Brazil,DF,Brasília/DF,5300108,0,1,2
2020-03-11,Brazil,RS,Campo Bom/RS,4303905,0,0,1
2020-03-11,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-11,Brazil,BA,Feira de Santana/BA,2910800,0,1,3
2020-03-11,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-11,Brazil,RJ,INDEFINIDA/RJ,33,0,5,10
2020-03-11,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-11,Brazil,RS,Porto Alegre/RS,4314902,0,1,1
2020-03-11,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,2
2020-03-11,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-11,Brazil,SP,São Paulo/SP,3550308,0,11,29
2020-03-11,Brazil,TOTAL,TOTAL,0,0,19,53
2020-03-12,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-12,Brazil,DF,Brasília/DF,5300108,0,0,2
2020-03-12,Brazil,RS,Campo Bom/RS,4303905,0,0,1
2020-03-12,Brazil,RS,Caxias do Sul/RS,4305108,0,1,1
2020-03-12,Brazil,PR,Cianorte/PR,4105508,0,1,1
2020-03-12,Brazil,PR,Curitiba/PR,4106902,0,5,5
2020-03-12,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-12,Brazil,BA,Feira de Santana/BA,2910800,0,0,3
2020-03-12,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,1,1
2020-03-12,Brazil,SC,Florianópolis/SC,4205407,0,2,2
2020-03-12,Brazil,GO,Goiânia/GO,5208707,0,2,2
2020-03-12,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-12,Brazil,RJ,INDEFINIDA/RJ,33,0,-9,1
2020-03-12,Brazil,MG,Ipatinga/MG,3131307,0,1,1
2020-03-12,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-12,Brazil,RN,Natal/RN,2408102,0,1,1
2020-03-12,Brazil,RJ,Niterói/RJ,3303302,0,1,1
2020-03-12,Brazil,RS,Porto Alegre/RS,4314902,0,1,2
2020-03-12,Brazil,PE,Recife/PE,2611606,0,2,2
2020-03-12,Brazil,GO,Rio Verde/GO,5218805,0,1,1
2020-03-12,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,11,13
2020-03-12,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-12,Brazil,SP,São Paulo/SP,3550308,0,15,44
2020-03-12,Brazil,TOTAL,TOTAL,0,0,36,89
2020-03-13,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-13,Brazil,DF,Brasília/DF,5300108,0,0,2
2020-03-13,Brazil,RS,Campo Bom/RS,4303905,0,0,1
2020-03-13,Brazil,RS,Caxias do Sul/RS,4305108,0,0,1
2020-03-13,Brazil,PR,Cianorte/PR,4105508,0,0,1
2020-03-13,Brazil,PR,Curitiba/PR,4106902,0,0,5
2020-03-13,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-13,Brazil,BA,Feira de Santana/BA,2910800,0,1,4
2020-03-13,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-13,Brazil,SC,Florianópolis/SC,4205407,0,0,2
2020-03-13,Brazil,GO,Goiânia/GO,5208707,0,0,2
2020-03-13,Brazil,AM,INDEFINIDA/AM,13,0,1,1
2020-03-13,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-13,Brazil,RJ,INDEFINIDA/RJ,33,0,0,1
2020-03-13,Brazil,SP,INDEFINIDA/SP,35,0,10,10
2020-03-13,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-13,Brazil,SC,Joinville/SC,4209102,0,1,1
2020-03-13,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-13,Brazil,RN,Natal/RN,2408102,0,0,1
2020-03-13,Brazil,RJ,Niterói/RJ,3303302,0,0,1
2020-03-13,Brazil,RS,Porto Alegre/RS,4314902,0,0,2
2020-03-13,Brazil,PE,Recife/PE,2611606,0,0,2
2020-03-13,Brazil,GO,Rio Verde/GO,5218805,0,0,1
2020-03-13,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,13
2020-03-13,Brazil,BA,Salvador/BA,2927408,0,3,3
2020-03-13,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-13,Brazil,SP,São Paulo/SP,3550308,0,0,44
2020-03-13,Brazil,TOTAL,TOTAL,0,0,16,105
2020-03-14,Brazil,SE,Aracaju/SE,2800308,0,1,1
2020-03-14,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-14,Brazil,DF,Brasília/DF,5300108,0,6,8
2020-03-14,Brazil,RS,Campo Bom/RS,4303905,0,0,1
2020-03-14,Brazil,MS,Campo Grande/MS,5002704,0,2,2
2020-03-14,Brazil,SP,Carapicuíba/SP,3510609,0,1,1
2020-03-14,Brazil,RS,Caxias do Sul/RS,4305108,0,0,1
2020-03-14,Brazil,PR,Cianorte/PR,4105508,0,0,1
2020-03-14,Brazil,PR,Curitiba/PR,4106902,0,0,5
2020-03-14,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-14,Brazil,BA,Feira de Santana/BA,2910800,0,0,4
2020-03-14,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-14,Brazil,SC,Florianópolis/SC,4205407,0,0,2
2020-03-14,Brazil,GO,Goiânia/GO,5208707,0,1,3
2020-03-14,Brazil,AM,INDEFINIDA/AM,13,0,0,1
2020-03-14,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-14,Brazil,PE,INDEFINIDA/PE,26,0,1,1
2020-03-14,Brazil,RJ,INDEFINIDA/RJ,33,0,6,7
2020-03-14,Brazil,RS,INDEFINIDA/RS,43,0,2,2
2020-03-14,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-14,Brazil,SC,Joinville/SC,4209102,0,0,1
2020-03-14,Brazil,MG,Juiz de Fora/MG,3136702,0,1,1
2020-03-14,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-14,Brazil,RN,Natal/RN,2408102,0,0,1
2020-03-14,Brazil,RJ,Niterói/RJ,3303302,0,0,1
2020-03-14,Brazil,MG,Patrocínio/MG,3148103,0,1,1
2020-03-14,Brazil,RS,Porto Alegre/RS,4314902,0,0,2
2020-03-14,Brazil,SC,Rancho Queimado/SC,4214300,0,2,2
2020-03-14,Brazil,PE,Recife/PE,2611606,0,4,6
2020-03-14,Brazil,GO,Rio Verde/GO,5218805,0,0,1
2020-03-14,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,13
2020-03-14,Brazil,BA,Salvador/BA,2927408,0,0,3
2020-03-14,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-14,Brazil,SP,São Paulo/SP,3550308,0,18,62
2020-03-14,Brazil,TOTAL,TOTAL,0,0,46,141
2020-03-15,Brazil,SE,Aracaju/SE,2800308,0,0,1
2020-03-15,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-15,Brazil,DF,Brasília/DF,5300108,0,6,14
2020-03-15,Brazil,SC,Braço do Norte/SC,4202800,0,1,1
2020-03-15,Brazil,RS,Campo Bom/RS,4303905,0,0,1
2020-03-15,Brazil,MS,Campo Grande/MS,5002704,0,0,2
2020-03-15,Brazil,SP,Carapicuíba/SP,3510609,0,0,1
2020-03-15,Brazil,RS,Caxias do Sul/RS,4305108,0,0,1
2020-03-15,Brazil,PR,Cianorte/PR,4105508,0,0,1
2020-03-15,Brazil,PR,Curitiba/PR,4106902,0,0,5
2020-03-15,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-15,Brazil,BA,Feira de Santana/BA,2910800,0,1,5
2020-03-15,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-15,Brazil,SC,Florianópolis/SC,4205407,0,0,2
2020-03-15,Brazil,GO,Goiânia/GO,5208707,0,0,3
2020-03-15,Brazil,AM,INDEFINIDA/AM,13,0,0,1
2020-03-15,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-15,Brazil,PE,INDEFINIDA/PE,26,0,0,1
2020-03-15,Brazil,RS,INDEFINIDA/RS,43,0,0,2
2020-03-15,Brazil,SP,INDEFINIDA/SP,35,0,71,71
2020-03-15,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-15,Brazil,SC,Joinville/SC,4209102,0,0,1
2020-03-15,Brazil,MG,Juiz de Fora/MG,3136702,0,0,1
2020-03-15,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-15,Brazil,RN,Natal/RN,2408102,0,0,1
2020-03-15,Brazil,RJ,Niterói/RJ,3303302,0,0,1
2020-03-15,Brazil,MG,Patrocínio/MG,3148103,0,0,1
2020-03-15,Brazil,RS,Porto Alegre/RS,4314902,0,0,2
2020-03-15,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2
2020-03-15,Brazil,PE,Recife/PE,2611606,0,1,7
2020-03-15,Brazil,GO,Rio Verde/GO,5218805,0,0,1
2020-03-15,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,9,22
2020-03-15,Brazil,BA,Salvador/BA,2927408,0,1,4
2020-03-15,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-15,Brazil,SP,São Paulo/SP,3550308,0,0,62
2020-03-15,Brazil,TOTAL,TOTAL,0,0,90,224
2020-03-16,Brazil,GO,Anápolis/GO,5201108,0,2,2
2020-03-16,Brazil,CE,Aquiraz/CE,2301000,0,1,1
2020-03-16,Brazil,SE,Aracaju/SE,2800308,0,4,5
2020-03-16,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-16,Brazil,MG,Belo Horizonte/MG,3106200,0,1,1
2020-03-16,Brazil,DF,Brasília/DF,5300108,0,5,19
2020-03-16,Brazil,SC,Braço do Norte/SC,4202800,0,0,1
2020-03-16,Brazil,RS,Campo Bom/RS,4303905,0,0,1
2020-03-16,Brazil,MS,Campo Grande/MS,5002704,0,2,4
2020-03-16,Brazil,SP,Carapicuíba/SP,3510609,0,0,1
2020-03-16,Brazil,RS,Caxias do Sul/RS,4305108,0,0,1
2020-03-16,Brazil,PR,Cianorte/PR,4105508,0,0,1
2020-03-16,Brazil,PR,Curitiba/PR,4106902,0,0,5
2020-03-16,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-16,Brazil,BA,Feira de Santana/BA,2910800,0,0,5
2020-03-16,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-16,Brazil,SC,Florianópolis/SC,4205407,0,1,3
2020-03-16,Brazil,CE,Fortaleza/CE,2304400,0,8,8
2020-03-16,Brazil,GO,Goiânia/GO,5208707,0,2,5
2020-03-16,Brazil,AM,INDEFINIDA/AM,13,0,0,1
2020-03-16,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-16,Brazil,PE,INDEFINIDA/PE,26,0,0,1
2020-03-16,Brazil,RJ,INDEFINIDA/RJ,33,0,6,6
2020-03-16,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-16,Brazil,SC,Joinville/SC,4209102,0,0,1
2020-03-16,Brazil,MG,Juiz de Fora/MG,3136702,0,1,2
2020-03-16,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-16,Brazil,SP,Mauá/SP,3529401,0,1,1
2020-03-16,Brazil,RN,Natal/RN,2408102,0,0,1
2020-03-16,Brazil,RJ,Niterói/RJ,3303302,0,0,1
2020-03-16,Brazil,MG,Patrocínio/MG,3148103,0,0,1
2020-03-16,Brazil,RS,Porto Alegre/RS,4314902,0,4,6
2020-03-16,Brazil,BA,Porto Seguro/BA,2925303,0,1,1
2020-03-16,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2
2020-03-16,Brazil,PE,Recife/PE,2611606,0,0,7
2020-03-16,Brazil,GO,Rio Verde/GO,5218805,0,1,2
2020-03-16,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,1,23
2020-03-16,Brazil,BA,Salvador/BA,2927408,0,0,4
2020-03-16,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-16,Brazil,SP,Santo André/SP,3547809,0,1,1
2020-03-16,Brazil,SP,São Bernardo do Campo/SP,3548708,0,1,1
2020-03-16,Brazil,SP,São Caetano do Sul/SP,3548807,0,1,1
2020-03-16,Brazil,SP,São Paulo/SP,3550308,0,83,145
2020-03-16,Brazil,TOTAL,TOTAL,0,0,127,278
2020-03-17,Brazil,GO,Anápolis/GO,5201108,0,0,2
2020-03-17,Brazil,CE,Aquiraz/CE,2301000,0,0,1
2020-03-17,Brazil,SE,Aracaju/SE,2800308,0,0,5
2020-03-17,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-17,Brazil,MG,Belo Horizonte/MG,3106200,0,4,5
2020-03-17,Brazil,PE,Belo Jardim/PE,2601706,0,1,1
2020-03-17,Brazil,DF,Brasília/DF,5300108,0,3,22
2020-03-17,Brazil,SC,Braço do Norte/SC,4202800,0,0,1
2020-03-17,Brazil,RS,Campo Bom/RS,4303905,0,0,1
2020-03-17,Brazil,MS,Campo Grande/MS,5002704,0,2,6
2020-03-17,Brazil,PR,Campo Largo/PR,4104204,0,1,1
2020-03-17,Brazil,SP,Carapicuíba/SP,3510609,0,0,1
2020-03-17,Brazil,RS,Caxias do Sul/RS,4305108,0,0,1
2020-03-17,Brazil,PR,Cianorte/PR,4105508,0,1,2
2020-03-17,Brazil,MG,Coronel Fabriciano/MG,3119401,0,1,1
2020-03-17,Brazil,PR,Curitiba/PR,4106902,0,2,7
2020-03-17,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-17,Brazil,BA,Feira de Santana/BA,2910800,0,0,5
2020-03-17,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-17,Brazil,SC,Florianópolis/SC,4205407,0,0,3
2020-03-17,Brazil,CE,Fortaleza/CE,2304400,0,1,9
2020-03-17,Brazil,GO,Goiânia/GO,5208707,0,0,5
2020-03-17,Brazil,SP,Guarulhos/SP,3518800,0,1,1
2020-03-17,Brazil,AM,INDEFINIDA/AM,13,0,0,1
2020-03-17,Brazil,ES,INDEFINIDA/ES,32,0,0,1
2020-03-17,Brazil,PE,INDEFINIDA/PE,26,0,1,2
2020-03-17,Brazil,RJ,INDEFINIDA/RJ,33,0,2,8
2020-03-17,Brazil,RS,INDEFINIDA/RS,43,0,2,2
2020-03-17,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-17,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,2,2
2020-03-17,Brazil,SC,Joinville/SC,4209102,0,0,1
2020-03-17,Brazil,MG,Juiz de Fora/MG,3136702,0,0,2
2020-03-17,Brazil,PR,Londrina/PR,4113700,0,1,1
2020-03-17,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-17,Brazil,SP,Mauá/SP,3529401,0,0,1
2020-03-17,Brazil,RN,Natal/RN,2408102,0,0,1
2020-03-17,Brazil,RJ,Niterói/RJ,3303302,0,0,1
2020-03-17,Brazil,MG,Nova Lima/MG,3144805,0,1,1
2020-03-17,Brazil,MG,Patrocínio/MG,3148103,0,0,1
2020-03-17,Brazil,PR,Pinhais/PR,4119152,0,1,1
2020-03-17,Brazil,RS,Porto Alegre/RS,4314902,0,0,6
2020-03-17,Brazil,BA,Porto Seguro/BA,2925303,0,2,3
2020-03-17,Brazil,BA,Prado/BA,2925501,0,1,1
2020-03-17,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2
2020-03-17,Brazil,PE,Recife/PE,2611606,0,6,13
2020-03-17,Brazil,AC,Rio Branco/AC,1200401,0,3,3
2020-03-17,Brazil,GO,Rio Verde/GO,5218805,0,1,3
2020-03-17,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,23
2020-03-17,Brazil,BA,Salvador/BA,2927408,0,1,5
2020-03-17,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-17,Brazil,SP,Santo André/SP,3547809,0,0,1
2020-03-17,Brazil,MG,Sete Lagoas/MG,3167202,0,1,1
2020-03-17,Brazil,SP,São Bernardo do Campo/SP,3548708,0,0,1
2020-03-17,Brazil,SP,São Caetano do Sul/SP,3548807,0,0,1
2020-03-17,Brazil,SP,São Paulo/SP,3550308,1,11,156
2020-03-17,Brazil,MG,Uberlândia/MG,3170206,0,1,1
2020-03-17,Brazil,TOTAL,TOTAL,0,1,54,332
2020-03-18,Brazil,GO,Anápolis/GO,5201108,0,0,2
2020-03-18,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,1,1
2020-03-18,Brazil,CE,Aquiraz/CE,2301000,0,0,1
2020-03-18,Brazil,SE,Aracaju/SE,2800308,0,0,5
2020-03-18,Brazil,SC,Balneário Camboriú/SC,4202008,0,2,2
2020-03-18,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-18,Brazil,SP,Barueri/SP,3505708,0,1,1
2020-03-18,Brazil,MG,Belo Horizonte/MG,3106200,0,5,10
2020-03-18,Brazil,PE,Belo Jardim/PE,2601706,0,0,1
2020-03-18,Brazil,PA,Belém/PA,1501402,0,1,1
2020-03-18,Brazil,DF,Brasília/DF,5300108,0,12,34
2020-03-18,Brazil,SC,Braço do Norte/SC,4202800,0,1,2
2020-03-18,Brazil,SP,Campinas/SP,3509502,0,1,1
2020-03-18,Brazil,RS,Campo Bom/RS,4303905,0,0,1
2020-03-18,Brazil,MS,Campo Grande/MS,5002704,0,1,7
2020-03-18,Brazil,PR,Campo Largo/PR,4104204,0,0,1
2020-03-18,Brazil,SP,Carapicuíba/SP,3510609,0,0,1
2020-03-18,Brazil,RS,Caxias do Sul/RS,4305108,0,1,2
2020-03-18,Brazil,PR,Cianorte/PR,4105508,0,0,2
2020-03-18,Brazil,MG,Coronel Fabriciano/MG,3119401,0,0,1
2020-03-18,Brazil,SP,Cotia/SP,3513009,0,1,1
2020-03-18,Brazil,PR,Curitiba/PR,4106902,0,1,8
2020-03-18,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-18,Brazil,BA,Feira de Santana/BA,2910800,0,0,5
2020-03-18,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-18,Brazil,SC,Florianópolis/SC,4205407,0,2,5
2020-03-18,Brazil,CE,Fortaleza/CE,2304400,0,8,17
2020-03-18,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1,1
2020-03-18,Brazil,GO,Goiânia/GO,5208707,0,0,5
2020-03-18,Brazil,RJ,Guapimirim/RJ,3301850,0,1,1
2020-03-18,Brazil,SP,Guarulhos/SP,3518800,0,0,1
2020-03-18,Brazil,AM,INDEFINIDA/AM,13,0,1,2
2020-03-18,Brazil,ES,INDEFINIDA/ES,32,0,8,9
2020-03-18,Brazil,PE,INDEFINIDA/PE,26,0,1,3
2020-03-18,Brazil,SP,INDEFINIDA/SP,35,4,0,0
2020-03-18,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-18,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,-1,1
2020-03-18,Brazil,SP,Jaguariúna/SP,3524709,0,1,1
2020-03-18,Brazil,GO,Jataí/GO,5211909,0,1,1
2020-03-18,Brazil,SC,Joinville/SC,4209102,0,0,1
2020-03-18,Brazil,PB,João Pessoa/PB,2507507,0,1,1
2020-03-18,Brazil,MG,Juiz de Fora/MG,3136702,0,0,2
2020-03-18,Brazil,PR,Londrina/PR,4113700,0,0,1
2020-03-18,Brazil,AL,Maceió/AL,2704302,0,0,1
2020-03-18,Brazil,PR,Maringá/PR,4115200,0,1,1
2020-03-18,Brazil,SP,Mauá/SP,3529401,0,0,1
2020-03-18,Brazil,RN,Natal/RN,2408102,0,0,1
2020-03-18,Brazil,RJ,Niterói/RJ,3303302,0,5,6
2020-03-18,Brazil,MG,Nova Lima/MG,3144805,0,0,1
2020-03-18,Brazil,SP,Osasco/SP,3534401,0,1,1
2020-03-18,Brazil,TO,Palmas/TO,1721000,0,1,1
2020-03-18,Brazil,MG,Patrocínio/MG,3148103,0,0,1
2020-03-18,Brazil,PR,Pinhais/PR,4119152,0,0,1
2020-03-18,Brazil,RS,Porto Alegre/RS,4314902,0,9,15
2020-03-18,Brazil,BA,Porto Seguro/BA,2925303,0,1,4
2020-03-18,Brazil,BA,Prado/BA,2925501,0,0,1
2020-03-18,Brazil,SE,Propriá/SE,2805703,0,1,1
2020-03-18,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2
2020-03-18,Brazil,PE,Recife/PE,2611606,0,1,14
2020-03-18,Brazil,AC,Rio Branco/AC,1200401,0,0,3
2020-03-18,Brazil,GO,Rio Verde/GO,5218805,0,0,3
2020-03-18,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,32,55
2020-03-18,Brazil,BA,Salvador/BA,2927408,0,12,17
2020-03-18,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-18,Brazil,SP,Santo André/SP,3547809,0,5,6
2020-03-18,Brazil,RS,Sapiranga/RS,4319901,0,1,1
2020-03-18,Brazil,MG,Sete Lagoas/MG,3167202,0,0,1
2020-03-18,Brazil,CE,Sobral/CE,2312908,0,1,1
2020-03-18,Brazil,SP,São Bernardo do Campo/SP,3548708,0,2,3
2020-03-18,Brazil,SP,São Caetano do Sul/SP,3548807,0,5,6
2020-03-18,Brazil,SP,São José do Rio Preto/SP,3549805,0,1,1
2020-03-18,Brazil,SP,São José dos Campos/SP,3549904,0,1,1
2020-03-18,Brazil,SP,São Paulo/SP,3550308,0,58,214
2020-03-18,Brazil,SC,Tubarão/SC,4218707,0,2,2
2020-03-18,Brazil,MG,Uberlândia/MG,3170206,0,0,1
2020-03-18,Brazil,TOTAL,TOTAL,0,4,192,514
2020-03-19,Brazil,RS,Alvorada/RS,4300604,0,1,1
2020-03-19,Brazil,GO,Anápolis/GO,5201108,0,0,2
2020-03-19,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,0,1
2020-03-19,Brazil,CE,Aquiraz/CE,2301000,0,0,1
2020-03-19,Brazil,SE,Aracaju/SE,2800308,0,0,5
2020-03-19,Brazil,RS,Bagé/RS,4301602,0,2,2
2020-03-19,Brazil,SC,Balneário Camboriú/SC,4202008,0,2,4
2020-03-19,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-19,Brazil,SP,Barueri/SP,3505708,0,0,1
2020-03-19,Brazil,MG,Belo Horizonte/MG,3106200,0,8,18
2020-03-19,Brazil,PE,Belo Jardim/PE,2601706,0,0,1
2020-03-19,Brazil,PA,Belém/PA,1501402,0,0,1
2020-03-19,Brazil,DF,Brasília/DF,5300108,0,8,42
2020-03-19,Brazil,SC,Braço do Norte/SC,4202800,0,2,4
2020-03-19,Brazil,SP,Campinas/SP,3509502,0,0,1
